landmark_name,frames,mean_x,mean_y,mean_z,std_x,std_y,std_z,mean_visibility,min_elapsed_ms,max_elapsed_ms
left_ankle,2400,0.5169220975,0.7988023066666666,0.19011895,0.08953237052161715,0.3278256276186994,0.3632404835712361,0.9044836666666667,1,40043
left_elbow,2400,0.533140395,0.3957029716666667,-0.11302634791666667,0.15534466860788732,0.13556670999231987,0.23790925227124812,0.904553125,1,40043
left_foot_index,2400,0.5168900025000001,0.8450467591666666,0.052274409583333334,0.09065959489790415,0.3612792205135384,0.3878100669503599,0.8839381666666666,1,40043
left_heel,2400,0.5132447683333333,0.8153255054166667,0.20336832875,0.09011426092328781,0.34176190973414716,0.3884276133895504,0.8367105416666667,1,40043
left_hip,2400,0.51868413125,0.5379005283333333,0.00136092875,0.07020702884197938,0.16699243769634436,0.047098928104953794,0.9763957916666667,1,40043
left_index,2400,0.5403562404166666,0.37577265291666667,-0.2538939691666666,0.1665103191766187,0.2283754324313057,0.39702591988311414,0.8526416666666666,1,40043
left_knee,2400,0.5161270695833333,0.6688477783333333,0.015449114583333333,0.08081927229708266,0.24366447218201667,0.1894222312920124,0.9058168333333333,1,40043
left_pinky,2400,0.5431615179166667,0.37864223708333333,-0.23021252416666665,0.17945226741145137,0.22456633401282944,0.38881187888663793,0.8522515,1,40043
left_shoulder,2400,0.5230664354166666,0.3684567054166667,-0.10795657708333332,0.0989169156452667,0.1263761538389032,0.2469745349935538,0.9984750416666667,1,40043
left_thumb,2400,0.5380194524999999,0.37707894000000003,-0.2108840675,0.1589295137180647,0.21964679443747087,0.36040049831141074,0.8482996666666667,1,40043
left_wrist,2400,0.54049150625,0.3810816183333333,-0.19818427,0.16776510123617916,0.1997251732802083,0.34957683896737884,0.8719059166666667,1,40043
right_ankle,2400,0.4801837341666666,0.7994059520833333,0.19338812708333333,0.06957979410640802,0.33323286626894977,0.33341579331252585,0.9126699166666666,1,40043
right_elbow,2400,0.47341308958333334,0.39627258958333333,-0.13375027041666668,0.17875000350891823,0.14955527894507906,0.29503651676246423,0.9480448333333333,1,40043
right_foot_index,2400,0.47669133375,0.8438467195833333,0.053045507916666665,0.07518297001038869,0.36318066993435716,0.3636106094364287,0.8700107916666667,1,40043
right_heel,2400,0.4808281708333333,0.8148043375,0.20415019333333334,0.06728379370881159,0.3465497970570699,0.3544658866181014,0.838579,1,40043
right_hip,2400,0.48763233083333335,0.5379633575,-0.0010301741666666666,0.07492362497692505,0.17369347023168488,0.04644066464654122,0.977349375,1,40043
right_index,2400,0.47707391708333335,0.38381357958333334,-0.25423342791666664,0.16929649929232052,0.24600996496778701,0.4873819506918436,0.8547844583333334,1,40043
right_knee,2400,0.4824333358333333,0.6693348145833333,0.02193571875,0.06800465437276977,0.2507462398681255,0.19127274562318014,0.9230434583333332,1,40043
right_pinky,2400,0.47278019125,0.38622023791666665,-0.23944198416666665,0.18440186154346597,0.2437868276773243,0.4765589218947694,0.8543288749999999,1,40043
right_shoulder,2400,0.48001752999999997,0.3687624620833333,-0.12030730875000001,0.12046758242480475,0.13182397497778917,0.2622701672049787,0.9984910833333334,1,40043
right_thumb,2400,0.47844699875,0.3841221858333333,-0.21128105208333334,0.16246550683243413,0.2362872397691481,0.4451885426826829,0.8444259166666667,1,40043
right_wrist,2400,0.4726118541666667,0.3872408575,-0.20100362416666667,0.17579115788187225,0.21721133678870497,0.4337449029317561,0.8794659583333333,1,40043
