landmark_name,frames,mean_x,mean_y,mean_z,std_x,std_y,std_z,mean_visibility,min_elapsed_ms,max_elapsed_ms
left_ankle,1679,0.5831065568790946,0.9174282346634902,0.20686389100655153,0.1913944431085725,0.46437240363001375,0.45655740329527605,0.8472192972007146,1,30248
left_elbow,1679,0.5845443680762358,0.4276293871351995,-0.0962540530077427,0.2184823649977222,0.13778810160217494,0.3287047647526274,0.892656343061346,1,30248
left_foot_index,1679,0.5831639035139965,0.9731093251935676,0.06686931745086361,0.1871677507363508,0.5051416313176392,0.41910414273442365,0.8150314472900536,1,30248
left_heel,1679,0.58038957176891,0.9369244109589041,0.22287621322215603,0.19624358942728756,0.48386849999891857,0.49688372779126894,0.7701477069684336,1,30248
left_hip,1679,0.5740506247766528,0.5900567075640262,0.005052842167957117,0.1441613825462978,0.21410422453812905,0.05905037155403299,0.9468439547349613,1,30248
left_index,1679,0.583303916617034,0.45261669326980347,-0.20946408993448482,0.19729183693157634,0.20747285234778326,0.5744981088189401,0.8254315664085765,1,30248
left_knee,1679,0.5798195270994639,0.7614279851101846,0.019923338892197735,0.1682536094210856,0.34248870130414283,0.18578722996744484,0.8609524717093507,1,30248
left_pinky,1679,0.5856864365693866,0.454802041691483,-0.1794247730792138,0.20903614736429624,0.20823909227240617,0.5572667317229737,0.825338653960691,1,30248
left_shoulder,1679,0.5830738111971411,0.3699547617629541,-0.12216914830256105,0.15821352041937786,0.11873342913837512,0.36978043779978637,0.9988213817748659,1,30248
left_thumb,1679,0.5807196873138774,0.45042011137581894,-0.16696492078618225,0.18996886652498396,0.19914246722759435,0.5180485655686649,0.8190956521739131,1,30248
left_wrist,1679,0.585966446694461,0.44570987254318045,-0.15319149315068492,0.20537672834126133,0.18348981537971074,0.500892078691439,0.8531743299583086,1,30248
right_ankle,1679,0.5293099731983324,0.9288519261465158,0.1343863293627159,0.10944763577483951,0.4796747891272499,0.3289162140845261,0.8746453245979751,1,30248
right_elbow,1679,0.48895695354377605,0.4471566593210244,-0.13061353424657535,0.18473975912495752,0.16235869155245863,0.4760745796394135,0.9318187611673615,1,30248
right_foot_index,1679,0.5381478201310304,0.9843280518165575,-0.027964790351399642,0.12690238374436552,0.5202155554709754,0.3098847618393992,0.8149509231685527,1,30248
right_heel,1679,0.5281991250744491,0.9493893394877904,0.1422181012507445,0.10897136202276979,0.49895233083653423,0.35221026978000597,0.788282072662299,1,30248
right_hip,1679,0.5179429160214414,0.5935226569386539,-0.00428390530077427,0.07388436758455057,0.22614224878232478,0.05740934323993552,0.9470770696843359,1,30248
right_index,1679,0.4818627242406194,0.4879396920786182,-0.25765200714711134,0.19584258811569916,0.2806573974522026,0.8276449585474988,0.8362193567599763,1,30248
right_knee,1679,0.5253060625372246,0.7666646092912448,-0.0004159660512209647,0.09037980816344192,0.3539838071662838,0.18914078239896254,0.8860769505658129,1,30248
right_pinky,1679,0.4758097808219178,0.49087207980941033,-0.2338647278141751,0.2121584330956082,0.2841335299434512,0.7967113070379349,0.8355169148302561,1,30248
right_shoulder,1679,0.4983696634901727,0.37866500655151875,-0.1386570083382966,0.12651501873947174,0.11354870790464593,0.4261184678327284,0.9991541393686718,1,30248
right_thumb,1679,0.48662535259082784,0.48391604586063136,-0.20872959440142944,0.18429414721397464,0.2680490053001756,0.7521576541101931,0.8219,1,30248
right_wrist,1679,0.48104935080405004,0.47868172543180465,-0.19535318642048838,0.19682663175759094,0.25058837023372976,0.7296429753469692,0.8640296009529481,1,30248
