landmark_name,frames,mean_x,mean_y,mean_z,std_x,std_y,std_z,mean_visibility,min_elapsed_ms,max_elapsed_ms
left_ankle,1488,0.4956526384408602,0.8443692526881721,0.12690617137096774,0.09009341724135904,0.31077286667612214,0.2524717529614324,0.9210335349462366,5,25219
left_elbow,1488,0.489505122983871,0.415049433467742,-0.04084394758064516,0.17285026097875186,0.09819789710045648,0.2338502202133635,0.917643682795699,5,25219
left_foot_index,1488,0.48859774529569894,0.8919259657258064,0.01494840053763441,0.0860730504164549,0.34413125248186416,0.222086274258347,0.8904082661290322,5,25219
left_heel,1488,0.4956010853494624,0.8620910557795699,0.13688799529569892,0.09206386853910048,0.32313710150167346,0.27616155515942703,0.8781230510752688,5,25219
left_hip,1488,0.5030193353494623,0.5700130087365591,-0.003961478494623656,0.07041455410606105,0.1440386670313755,0.051797974266508374,0.9716416666666666,5,25219
left_index,1488,0.4918886122311828,0.41889681854838706,-0.0890325127688172,0.17256637214695242,0.1993564952005518,0.3504385470775071,0.8421967069892473,5,25219
left_knee,1488,0.49616874932795696,0.7079179677419355,0.00976225,0.08116319150925114,0.23535419452868592,0.10174216873259698,0.9220967069892473,5,25219
left_pinky,1488,0.4931507762096774,0.4208216169354838,-0.0616675873655914,0.18991508291897932,0.19660916433747247,0.33399984148065986,0.8416239919354838,5,25219
left_shoulder,1488,0.504540181451613,0.3785788682795699,-0.08016013911290323,0.1092809844431016,0.10275973471116331,0.27591164211732055,0.9996825268817205,5,25219
left_thumb,1488,0.49009699059139783,0.4184264952956989,-0.05681012836021506,0.16403214437009261,0.19024675879977493,0.3132592554746278,0.8370043682795699,5,25219
left_wrist,1488,0.49200314516129035,0.41819655981182796,-0.046211055107526884,0.1791196418090434,0.16965754155128818,0.3009387852305204,0.8632071236559139,5,25219
right_ankle,1488,0.47990762365591394,0.8470683340053764,0.13897460887096774,0.06938053678091258,0.3150402341600175,0.23967713786282568,0.9228298387096775,5,25219
right_elbow,1488,0.49937823051075264,0.41455415927419353,-0.040088412634408606,0.1814569685708318,0.1194935094009647,0.24922720783251637,0.9539618951612904,5,25219
right_foot_index,1488,0.4804916021505376,0.893436436827957,0.02454177688172043,0.07975938742673247,0.3479196031015234,0.22129440730665806,0.8652567876344086,5,25219
right_heel,1488,0.4780430961021505,0.8639587197580645,0.14571178225806453,0.0644516066728859,0.32720450166301507,0.25746425638309367,0.8788436827956989,5,25219
right_hip,1488,0.48675701680107525,0.5696170517473118,0.0043287217741935485,0.07066394343204248,0.1490336026878471,0.05095071061932177,0.9716028897849462,5,25219
right_index,1488,0.5013681727150537,0.4224391391129032,-0.06811313978494624,0.1793118189337668,0.21917925804873734,0.4455021046290645,0.818852755376344,5,25219
right_knee,1488,0.48201290389784945,0.7087639139784946,0.030413381048387096,0.0693345057714588,0.23857004261608236,0.11901639147777934,0.9315567876344086,5,25219
right_pinky,1488,0.4998862943548387,0.4248482446236559,-0.05143963978494624,0.1955481482178953,0.21907842818084955,0.42785607105100876,0.8192166666666667,5,25219
right_shoulder,1488,0.48634124529569894,0.3790632358870968,-0.08168240524193549,0.12751719689384944,0.1062800670860781,0.26645148238122407,0.9994154569892474,5,25219
right_thumb,1488,0.5027145786290322,0.4214177842741935,-0.03703885819892473,0.16982086961547307,0.20927240189486165,0.39958459980396094,0.8059921370967742,5,25219
right_wrist,1488,0.4996453541666667,0.42114268682795697,-0.028684858198924728,0.18477908547360436,0.1902321815418556,0.3856476047424346,0.8479775537634409,5,25219
