landmark_name,frames,mean_x,mean_y,mean_z,std_x,std_y,std_z,mean_visibility,min_elapsed_ms,max_elapsed_ms
left_ankle,1393,0.5382694824120603,0.8088439533381191,0.12775357430007178,0.0740442955462829,0.14275198331993333,0.4477075421921729,0.9066744436468054,9,23175
left_elbow,1393,0.5458954465183058,0.3925295082555635,-0.10501808542713567,0.18994216016461846,0.060219961274560765,0.37082187656989624,0.9483516152189518,9,23175
left_foot_index,1393,0.5253536030150754,0.8596364343144293,0.016443169418521177,0.07454186723007508,0.18949509366079395,0.432861047661531,0.8613733668341709,9,23175
left_heel,1393,0.5378306259870783,0.8245960911701363,0.13738439626704954,0.07178487600001646,0.14824447228412876,0.4783842064566807,0.8587479540559941,9,23175
left_hip,1393,0.5418648226848528,0.5397163804737976,-0.024924447236180904,0.06267597587202735,0.04367997317158466,0.05101592648883907,0.9977185929648242,9,23175
left_index,1393,0.533312128499641,0.38989579971285,-0.11468741852117732,0.1802364202363162,0.12583201943246947,0.41942129400981953,0.8321620244077531,9,23175
left_knee,1393,0.5380119475951185,0.6821348205312275,0.015907585786073222,0.07644025876363458,0.10050207297888912,0.18322061779404225,0.9244780330222542,9,23175
left_pinky,1393,0.5343800610193826,0.39253137975592245,-0.09934412132089016,0.19197625069321855,0.12503804306635447,0.41046646320378416,0.8351443646805455,9,23175
left_shoulder,1393,0.5481737415649678,0.3580150488155061,-0.12108398923187365,0.1107828538483252,0.120926227469409,0.4369491073289819,0.9995913137114143,9,23175
left_thumb,1393,0.5319263158650395,0.38984688298636033,-0.09204436180904522,0.17055466811094086,0.1181877992563056,0.3957899942137582,0.8255359655419957,9,23175
left_wrist,1393,0.53732435965542,0.3905606288585786,-0.08773071069633884,0.18379193395573376,0.10353722582274333,0.3899848343321672,0.8686005025125627,9,23175
right_ankle,1393,0.5242937178750897,0.8062604759511844,0.19453301363962672,0.06444610075541964,0.1387646212255291,0.4486165778558034,0.8898738693467336,9,23175
right_elbow,1393,0.5163772397702799,0.4003902620244078,-0.03481461019382628,0.17963506100558374,0.04915937397602889,0.4437690755592689,0.9250465183058147,9,23175
right_foot_index,1393,0.5158631486001436,0.8538218779612349,0.09541714213926776,0.06721357914623159,0.18538546564454586,0.42947359989606004,0.8221391959798995,9,23175
right_heel,1393,0.5261452433596554,0.8212580344580043,0.2034043768844221,0.06126360109992113,0.14206708598981713,0.4781113688279477,0.8481686288585787,9,23175
right_hip,1393,0.5203879052404882,0.5401052419239052,0.024720732950466617,0.05085091236980504,0.04331132140800352,0.05081833175641228,0.9969677674084709,9,23175
right_index,1393,0.5006696252692031,0.3888754213926776,-0.05483907896625988,0.20525787640989707,0.15836884024282533,0.561556802236703,0.7929936826992103,9,23175
right_knee,1393,0.516633127781766,0.680282631730079,0.07294400861450107,0.0619085706342196,0.09833699122000146,0.19280988193515317,0.9123141421392678,9,23175
right_pinky,1393,0.5014470007178751,0.3924095958363245,-0.044278651830581474,0.21521447683530048,0.15520800105368748,0.5502320903254891,0.7948330940416368,9,23175
right_shoulder,1393,0.5155376051687006,0.3638188987796124,-0.07044183847810481,0.11158823080476328,0.10899140173726668,0.4639534693536679,0.9993440057430006,9,23175
right_thumb,1393,0.5041783977027997,0.3901217544867193,-0.030608763819095476,0.19236445178147246,0.14889593770216003,0.5277006946551638,0.7803554199569276,9,23175
right_wrist,1393,0.5036636439339556,0.39243260732232593,-0.024931709260588655,0.20054149224126053,0.12847696659090133,0.5210073846526151,0.8251264178033022,9,23175
